786,1496
771,288
836,305
627,212
773,87
477,361
649,394
505,1437
448,430
823,426
575,252
439,1185
472,81
828,40
722,1735
777,1571
738,734
851,906
772,858
455,1751
837,1409
797,1593
838,203
461,304
462,1243
469,13
839,891
830,1415
856,32
460,1367
506,453
471,1752
469,14
823,94
505,427
676,429
839,1545
836,354
553,253
607,1363
471,1529
749,1679
659,367
853,76
456,82
552,1578
797,15
570,765
845,345
749,141
559,1348
813,1003
754,36
787,1768
691,90
787,405
738,773
617,1597
543,628
575,1744
436,1771
601,918
633,1594
780,312
665,434
759,1364
838,428
706,400
795,1357
494,128
797,95
462,1701
681,426
445,1759
623,1593
755,185
780,902
822,1752
766,429
554,1626
787,205
706,1288
783,337
437,377
766,13
526,900
644,1489
830,1751
643,59
684,642
771,37
797,983
601,1460
813,30
707,1768
462,1076
447,122
690,24
764,420
468,201
744,1585
838,974
773,307
798,27
812,656
726,1367
519,1237
537,733
853,297
766,1604
564,574
829,119
674,425
601,542
454,259
798,86
781,1346
779,701
648,404
824,1260
632,119
494,402
632,1512
817,245
437,342
460,409
823,1741
856,1372
574,1168
453,487
755,1399
463,861
754,33
452,676
516,1767
855,1748
831,1310
688,1359
718,1141
725,1251
659,521
649,1033
797,224
526,919
829,95
786,847
553,33
632,453
648,1749
856,820
469,2
725,23
845,284
472,807
437,1140
786,36
756,1364
586,39
526,423
779,353
458,1688
674,1765
823,422
672,525
717,116
849,191
797,1492
672,1251
586,479
828,1599
765,1573
773,1647
455,521
765,11
532,1639
845,188
465,772
582,24
567,1690
480,1371
733,1494
480,638
626,763
620,405
468,1089
722,154
845,1425
665,1490
666,289
755,188
739,253
456,413
725,1426
835,582
786,400
758,1536
777,518
812,1171
776,852
436,857
502,1021
644,861
518,239
516,36
586,927
537,747
526,830
798,1589
456,249
782,543
854,1636
480,1684
458,486
718,423
437,1495
787,247
797,1629
469,264
834,1428
836,1467
477,1415
643,1770
480,1382
601,548
627,99
750,431
675,770
561,30
797,1554
666,1377
542,36
461,1422
823,853
823,973
797,1346
823,14
681,1516
845,281
780,1250
828,61
839,427
781,798
600,1344
828,1066
585,199
824,1773
448,291
831,975
521,282
777,1686
787,704
837,1255
846,862
626,952
569,426
448,759
681,803
675,1349
448,3
844,1350
816,191
723,423
513,14
823,1482
776,36
505,400
505,1538
772,1411
813,1661
494,1625
856,407
681,150
660,432
848,196
521,1110
839,213
845,1550
760,24
830,1588
649,858
464,372
824,1522
750,1546
675,13
787,152
514,292
836,1644
633,599
772,1377
502,1752
771,1380
633,1588
832,1372
445,190
731,1236
586,1376
455,196
820,1358
823,511
644,1264
787,1262
849,1079
454,792
665,286
536,131
454,636
616,40
571,156
779,1075
739,1141
829,1744
740,1086
830,425
478,1356
672,405
766,1593
521,626
469,708
848,1580
494,29
834,1687
644,1400
828,1431
754,1400
780,874
453,1145
690,864
820,418
845,62
436,1426
498,1079
849,1585
836,1471
738,1348
520,33
667,1372
568,418
665,97
856,42
820,1306
725,350
691,549
583,1364
706,34
672,363
855,1342
717,184
447,127
560,64
844,5
836,191
838,259
707,119
755,1710
773,1638
790,1305
773,26
460,1297
813,1680
829,1434
836,1363
779,86
618,1535
837,11
837,1590
829,1411
829,1633
838,463
677,2
564,1712
495,15
829,27
839,461
835,1424
463,571
445,476
717,872
755,1525
786,661
786,488
726,1575
833,429
824,1741
583,412
779,1527
480,250
738,1042
692,1772
798,1740
469,1774
824,1496
728,372
829,143
783,223
848,470
659,69
817,865
787,1356
516,1433
845,1713
584,1529
681,1548
815,1026
509,213
835,1575
632,1657
738,1434
847,1471
521,315
600,71
779,1645
575,1356
569,462
495,1548
812,1493
543,1624
454,184
830,1695
681,973
838,181
834,1650
463,1596
512,348
756,1645
585,1602
831,466
828,1349
823,1761
837,1299
828,177
855,209
440,355
765,8
721,1775
758,418
708,418
468,1292
564,1462
836,133
469,1763
786,280
692,1736
766,1707
673,804
855,1434
674,541
611,1116
519,1765
455,702
828,345
749,1549
797,183
766,423
758,1758
764,1751
437,42
837,367
494,1767
765,200
469,1350
739,344
798,1747
506,1372
824,516
574,1564
718,1311
554,154
511,1763
781,465
844,373
672,127
463,342
838,207
672,1649
786,227
649,1677
644,27
681,260
772,399
766,69
521,1554
575,374
797,1577
787,25
844,228
526,1707
854,140
775,252
659,7
675,31
796,1587
498,1363
566,1575
830,303
536,583
453,1067
827,1343
623,1071
437,250
727,406
855,368
813,482
786,423
526,1562
683,1248
828,1715
844,894
777,1543
527,1718
521,573
838,895
644,1283
722,210
829,793
574,1100
779,1311
838,1742
611,1341
453,1519
855,28
773,235
855,956
855,42
838,425
510,1676
469,818
728,367
456,1760
512,1428
781,368
766,214
666,35
494,426
734,1774
510,4
436,1745
776,1376
659,429
458,1547
643,1399
754,1743
781,978
765,1632
480,92
836,639
797,1487
846,648
468,1688
787,1571
834,1683
782,282
675,857
718,465
780,470
831,539
456,133
839,286
659,1319
480,1138
459,458
512,1123
817,1300
855,184
844,95
812,1544
765,70
465,1004
787,394
569,1314
836,1020
853,1479
790,1757
760,360
512,311
684,1134
526,510
731,1428
845,950
624,755
821,1478
683,360
728,1409
454,407
779,249
526,378
787,950
776,404
687,245
828,1598
722,1622
673,84
834,1744
813,1677
537,1621
692,183
812,1761
660,1775
795,412
831,349
765,140
659,1409
455,692
691,96
813,1529
468,892
832,1356
787,1072
659,233
728,1404
839,231
832,1367
848,1531
856,956
649,960
839,1227
560,1761
755,209
840,225
575,1402
759,1300
823,1738
846,26
626,1712
547,241
463,27
755,66
718,1523
776,1347
611,1093
526,1434
618,241
526,31
817,1585
774,904
681,129
830,133
437,856
723,1353
575,920
649,816
831,1644
566,201
468,800
536,1471
465,986
855,1567
772,855
